TRIP_ID,prompt
5818,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 59 minutes, costing 108 CHF, with a headway of 20 minutes.
 - Train: travel time of 198 minutes, costing 93 CHF, with a headway of 60 minutes.
 - Car: travel time of 170 minutes, costing 136 CHF."
5819,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 53 minutes, costing 132 CHF, with a headway of 10 minutes.
 - Train: travel time of 167 minutes, costing 93 CHF, with a headway of 120 minutes.
 - Car: travel time of 170 minutes, costing 84 CHF."
5820,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 67 minutes, costing 165 CHF, with a headway of 10 minutes.
 - Train: travel time of 151 minutes, costing 124 CHF, with a headway of 120 minutes.
 - Car: travel time of 136 minutes, costing 105 CHF."
5821,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 67 minutes, costing 114 CHF, with a headway of 30 minutes.
 - Train: travel time of 151 minutes, costing 93 CHF, with a headway of 30 minutes.
 - Car: travel time of 170 minutes, costing 105 CHF."
5822,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Vaud.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 53 minutes, costing 123 CHF, with a headway of 10 minutes.
 - Train: travel time of 198 minutes, costing 103 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 105 CHF."
5823,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 51 minutes, costing 99 CHF, with a headway of 20 minutes.
 - Train: travel time of 106 minutes, costing 91 CHF, with a headway of 120 minutes.
 - Car: travel time of 143 minutes, costing 75 CHF."
5824,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 95 CHF, with a headway of 10 minutes.
 - Train: travel time of 96 minutes, costing 91 CHF, with a headway of 30 minutes.
 - Car: travel time of 143 minutes, costing 97 CHF."
5825,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 114 CHF, with a headway of 30 minutes.
 - Train: travel time of 125 minutes, costing 91 CHF, with a headway of 60 minutes.
 - Car: travel time of 143 minutes, costing 60 CHF."
5826,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 51 minutes, costing 99 CHF, with a headway of 20 minutes.
 - Train: travel time of 96 minutes, costing 76 CHF, with a headway of 30 minutes.
 - Car: travel time of 88 minutes, costing 60 CHF."
5827,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 51 minutes, costing 80 CHF, with a headway of 20 minutes.
 - Train: travel time of 125 minutes, costing 68 CHF, with a headway of 60 minutes.
 - Car: travel time of 110 minutes, costing 97 CHF."
5828,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 95 CHF, with a headway of 10 minutes.
 - Train: travel time of 106 minutes, costing 68 CHF, with a headway of 120 minutes.
 - Car: travel time of 110 minutes, costing 60 CHF."
5829,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 114 CHF, with a headway of 10 minutes.
 - Train: travel time of 96 minutes, costing 91 CHF, with a headway of 120 minutes.
 - Car: travel time of 88 minutes, costing 75 CHF."
5830,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 55 minutes, costing 83 CHF, with a headway of 30 minutes.
 - Train: travel time of 96 minutes, costing 68 CHF, with a headway of 30 minutes.
 - Car: travel time of 110 minutes, costing 75 CHF."
5831,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by employers.
Origin: Bern.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 48 minutes, costing 90 CHF, with a headway of 10 minutes.
 - Train: travel time of 125 minutes, costing 76 CHF, with a headway of 60 minutes.
 - Car: travel time of 88 minutes, costing 75 CHF."
5832,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 133 minutes, costing 116 CHF, with a headway of 10 minutes.
 - Train: travel time of 248 minutes, costing 95 CHF, with a headway of 30 minutes.
 - Car: travel time of 140 minutes, costing 64 CHF."
5833,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 144 CHF, with a headway of 10 minutes.
 - Train: travel time of 248 minutes, costing 95 CHF, with a headway of 120 minutes.
 - Car: travel time of 182 minutes, costing 104 CHF."
5834,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 132 CHF, with a headway of 20 minutes.
 - Train: travel time of 248 minutes, costing 85 CHF, with a headway of 30 minutes.
 - Car: travel time of 182 minutes, costing 80 CHF."
5835,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 132 CHF, with a headway of 30 minutes.
 - Train: travel time of 197 minutes, costing 85 CHF, with a headway of 60 minutes.
 - Car: travel time of 112 minutes, costing 104 CHF."
5836,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 128 CHF, with a headway of 30 minutes.
 - Train: travel time of 214 minutes, costing 95 CHF, with a headway of 30 minutes.
 - Car: travel time of 182 minutes, costing 64 CHF."
5837,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 108 CHF, with a headway of 10 minutes.
 - Train: travel time of 214 minutes, costing 85 CHF, with a headway of 30 minutes.
 - Car: travel time of 112 minutes, costing 80 CHF."
5838,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 132 CHF, with a headway of 20 minutes.
 - Train: travel time of 214 minutes, costing 114 CHF, with a headway of 60 minutes.
 - Car: travel time of 112 minutes, costing 64 CHF."
5839,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 144 CHF, with a headway of 30 minutes.
 - Train: travel time of 248 minutes, costing 114 CHF, with a headway of 30 minutes.
 - Car: travel time of 112 minutes, costing 104 CHF."
5840,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 125 minutes, costing 144 CHF, with a headway of 30 minutes.
 - Train: travel time of 214 minutes, costing 95 CHF, with a headway of 60 minutes.
 - Car: travel time of 140 minutes, costing 80 CHF."
5841,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 190 minutes, costing 161 CHF, with a headway of 30 minutes.
 - Train: travel time of 354 minutes, costing 154 CHF, with a headway of 120 minutes.
 - Car: travel time of 190 minutes, costing 125 CHF."
5842,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 196 minutes, costing 128 CHF, with a headway of 30 minutes.
 - Train: travel time of 279 minutes, costing 115 CHF, with a headway of 120 minutes.
 - Car: travel time of 247 minutes, costing 100 CHF."
5843,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 204 minutes, costing 132 CHF, with a headway of 20 minutes.
 - Train: travel time of 354 minutes, costing 115 CHF, with a headway of 120 minutes.
 - Car: travel time of 152 minutes, costing 100 CHF."
5844,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 204 minutes, costing 132 CHF, with a headway of 10 minutes.
 - Train: travel time of 304 minutes, costing 115 CHF, with a headway of 60 minutes.
 - Car: travel time of 247 minutes, costing 162 CHF."
5845,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 204 minutes, costing 139 CHF, with a headway of 30 minutes.
 - Train: travel time of 304 minutes, costing 128 CHF, with a headway of 120 minutes.
 - Car: travel time of 152 minutes, costing 162 CHF."
5846,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 204 minutes, costing 139 CHF, with a headway of 20 minutes.
 - Train: travel time of 279 minutes, costing 128 CHF, with a headway of 60 minutes.
 - Car: travel time of 247 minutes, costing 125 CHF."
5847,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 196 minutes, costing 165 CHF, with a headway of 10 minutes.
 - Train: travel time of 279 minutes, costing 154 CHF, with a headway of 60 minutes.
 - Car: travel time of 190 minutes, costing 100 CHF."
5848,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 190 minutes, costing 144 CHF, with a headway of 20 minutes.
 - Train: travel time of 279 minutes, costing 128 CHF, with a headway of 120 minutes.
 - Car: travel time of 190 minutes, costing 162 CHF."
5849,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Schaffhausen.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 204 minutes, costing 189 CHF, with a headway of 20 minutes.
 - Train: travel time of 304 minutes, costing 154 CHF, with a headway of 30 minutes.
 - Car: travel time of 190 minutes, costing 162 CHF."
5850,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 165 CHF, with a headway of 20 minutes.
 - Train: travel time of 200 minutes, costing 148 CHF, with a headway of 120 minutes.
 - Car: travel time of 273 minutes, costing 155 CHF."
5851,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 156 CHF, with a headway of 10 minutes.
 - Train: travel time of 182 minutes, costing 148 CHF, with a headway of 30 minutes.
 - Car: travel time of 273 minutes, costing 201 CHF."
5852,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 198 CHF, with a headway of 30 minutes.
 - Train: travel time of 236 minutes, costing 148 CHF, with a headway of 60 minutes.
 - Car: travel time of 273 minutes, costing 124 CHF."
5853,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 172 CHF, with a headway of 20 minutes.
 - Train: travel time of 182 minutes, costing 123 CHF, with a headway of 30 minutes.
 - Car: travel time of 168 minutes, costing 124 CHF."
5854,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 128 CHF, with a headway of 20 minutes.
 - Train: travel time of 236 minutes, costing 111 CHF, with a headway of 60 minutes.
 - Car: travel time of 210 minutes, costing 201 CHF."
5855,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 156 CHF, with a headway of 10 minutes.
 - Train: travel time of 200 minutes, costing 111 CHF, with a headway of 120 minutes.
 - Car: travel time of 210 minutes, costing 124 CHF."
5856,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 198 CHF, with a headway of 10 minutes.
 - Train: travel time of 182 minutes, costing 148 CHF, with a headway of 120 minutes.
 - Car: travel time of 168 minutes, costing 155 CHF."
5857,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 132 CHF, with a headway of 30 minutes.
 - Train: travel time of 182 minutes, costing 111 CHF, with a headway of 30 minutes.
 - Car: travel time of 210 minutes, costing 155 CHF."
5858,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 144 CHF, with a headway of 10 minutes.
 - Train: travel time of 236 minutes, costing 123 CHF, with a headway of 60 minutes.
 - Car: travel time of 168 minutes, costing 155 CHF."
5859,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 81 minutes, costing 139 CHF, with a headway of 10 minutes.
 - Train: travel time of 236 minutes, costing 123 CHF, with a headway of 30 minutes.
 - Car: travel time of 210 minutes, costing 100 CHF."
5860,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 172 CHF, with a headway of 10 minutes.
 - Train: travel time of 236 minutes, costing 123 CHF, with a headway of 120 minutes.
 - Car: travel time of 273 minutes, costing 162 CHF."
5861,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 156 CHF, with a headway of 20 minutes.
 - Train: travel time of 236 minutes, costing 111 CHF, with a headway of 30 minutes.
 - Car: travel time of 273 minutes, costing 125 CHF."
5862,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 156 CHF, with a headway of 30 minutes.
 - Train: travel time of 182 minutes, costing 111 CHF, with a headway of 60 minutes.
 - Car: travel time of 168 minutes, costing 162 CHF."
5863,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 144 CHF, with a headway of 30 minutes.
 - Train: travel time of 200 minutes, costing 123 CHF, with a headway of 30 minutes.
 - Car: travel time of 273 minutes, costing 100 CHF."
5864,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 128 CHF, with a headway of 10 minutes.
 - Train: travel time of 200 minutes, costing 111 CHF, with a headway of 30 minutes.
 - Car: travel time of 168 minutes, costing 125 CHF."
5865,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 156 CHF, with a headway of 20 minutes.
 - Train: travel time of 200 minutes, costing 148 CHF, with a headway of 60 minutes.
 - Car: travel time of 168 minutes, costing 100 CHF."
5866,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 165 CHF, with a headway of 30 minutes.
 - Train: travel time of 236 minutes, costing 148 CHF, with a headway of 30 minutes.
 - Car: travel time of 168 minutes, costing 162 CHF."
5867,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Geneva.
Destination: Zurich.
Available Transportation Options:
 - Swissmetro: travel time of 71 minutes, costing 172 CHF, with a headway of 30 minutes.
 - Train: travel time of 200 minutes, costing 123 CHF, with a headway of 60 minutes.
 - Car: travel time of 210 minutes, costing 125 CHF."
5868,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 114 CHF, with a headway of 30 minutes.
 - Train: travel time of 170 minutes, costing 109 CHF, with a headway of 120 minutes.
 - Car: travel time of 110 minutes, costing 80 CHF."
5869,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 87 minutes, costing 95 CHF, with a headway of 30 minutes.
 - Train: travel time of 128 minutes, costing 82 CHF, with a headway of 120 minutes.
 - Car: travel time of 143 minutes, costing 64 CHF."
5870,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 91 minutes, costing 98 CHF, with a headway of 20 minutes.
 - Train: travel time of 170 minutes, costing 82 CHF, with a headway of 120 minutes.
 - Car: travel time of 88 minutes, costing 64 CHF."
5871,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 91 minutes, costing 98 CHF, with a headway of 10 minutes.
 - Train: travel time of 142 minutes, costing 82 CHF, with a headway of 60 minutes.
 - Car: travel time of 143 minutes, costing 104 CHF."
5872,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 91 minutes, costing 99 CHF, with a headway of 30 minutes.
 - Train: travel time of 142 minutes, costing 91 CHF, with a headway of 120 minutes.
 - Car: travel time of 88 minutes, costing 104 CHF."
5873,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 91 minutes, costing 99 CHF, with a headway of 20 minutes.
 - Train: travel time of 128 minutes, costing 91 CHF, with a headway of 60 minutes.
 - Car: travel time of 143 minutes, costing 80 CHF."
5874,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 87 minutes, costing 116 CHF, with a headway of 10 minutes.
 - Train: travel time of 128 minutes, costing 109 CHF, with a headway of 60 minutes.
 - Car: travel time of 110 minutes, costing 64 CHF."
5875,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 84 minutes, costing 103 CHF, with a headway of 20 minutes.
 - Train: travel time of 128 minutes, costing 91 CHF, with a headway of 120 minutes.
 - Car: travel time of 110 minutes, costing 104 CHF."
5876,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: Schaffhausen.
Available Transportation Options:
 - Swissmetro: travel time of 91 minutes, costing 132 CHF, with a headway of 20 minutes.
 - Train: travel time of 142 minutes, costing 109 CHF, with a headway of 30 minutes.
 - Car: travel time of 110 minutes, costing 104 CHF."
5877,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 112 minutes, costing 99 CHF, with a headway of 30 minutes.
 - Train: travel time of 200 minutes, costing 100 CHF, with a headway of 120 minutes.
 - Car: travel time of 130 minutes, costing 65 CHF."
5878,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 115 minutes, costing 83 CHF, with a headway of 30 minutes.
 - Train: travel time of 152 minutes, costing 75 CHF, with a headway of 120 minutes.
 - Car: travel time of 169 minutes, costing 52 CHF."
5879,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 86 CHF, with a headway of 20 minutes.
 - Train: travel time of 200 minutes, costing 75 CHF, with a headway of 120 minutes.
 - Car: travel time of 104 minutes, costing 52 CHF."
5880,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 86 CHF, with a headway of 10 minutes.
 - Train: travel time of 168 minutes, costing 75 CHF, with a headway of 60 minutes.
 - Car: travel time of 169 minutes, costing 84 CHF."
5881,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 90 CHF, with a headway of 30 minutes.
 - Train: travel time of 168 minutes, costing 83 CHF, with a headway of 120 minutes.
 - Car: travel time of 104 minutes, costing 84 CHF."
5882,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 90 CHF, with a headway of 20 minutes.
 - Train: travel time of 152 minutes, costing 83 CHF, with a headway of 60 minutes.
 - Car: travel time of 169 minutes, costing 65 CHF."
5883,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 115 minutes, costing 103 CHF, with a headway of 10 minutes.
 - Train: travel time of 152 minutes, costing 100 CHF, with a headway of 60 minutes.
 - Car: travel time of 130 minutes, costing 52 CHF."
5884,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 112 minutes, costing 91 CHF, with a headway of 20 minutes.
 - Train: travel time of 152 minutes, costing 83 CHF, with a headway of 120 minutes.
 - Car: travel time of 130 minutes, costing 84 CHF."
5885,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by half-half.
Origin: Bern.
Destination: St. Gallen.
Available Transportation Options:
 - Swissmetro: travel time of 119 minutes, costing 111 CHF, with a headway of 20 minutes.
 - Train: travel time of 168 minutes, costing 100 CHF, with a headway of 30 minutes.
 - Car: travel time of 130 minutes, costing 84 CHF."
5886,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 77 minutes, costing 14 CHF, with a headway of 10 minutes.
 - Train: travel time of 210 minutes, costing 12 CHF, with a headway of 30 minutes.
 - Car: travel time of 170 minutes, costing 84 CHF."
5887,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 19 CHF, with a headway of 10 minutes.
 - Train: travel time of 210 minutes, costing 12 CHF, with a headway of 120 minutes.
 - Car: travel time of 221 minutes, costing 136 CHF."
5888,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 19 CHF, with a headway of 20 minutes.
 - Train: travel time of 210 minutes, costing 11 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 105 CHF."
5889,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 19 CHF, with a headway of 30 minutes.
 - Train: travel time of 160 minutes, costing 11 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 136 CHF."
5890,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 15 CHF, with a headway of 30 minutes.
 - Train: travel time of 177 minutes, costing 12 CHF, with a headway of 30 minutes.
 - Car: travel time of 221 minutes, costing 84 CHF."
5891,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 14 CHF, with a headway of 10 minutes.
 - Train: travel time of 177 minutes, costing 11 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 105 CHF."
5892,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 63 minutes, costing 14 CHF, with a headway of 20 minutes.
 - Train: travel time of 177 minutes, costing 14 CHF, with a headway of 60 minutes.
 - Car: travel time of 136 minutes, costing 84 CHF."
5893,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 15 CHF, with a headway of 30 minutes.
 - Train: travel time of 210 minutes, costing 14 CHF, with a headway of 30 minutes.
 - Car: travel time of 136 minutes, costing 136 CHF."
5894,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by oneself.
Origin: Zurich.
Destination: Vaud.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 19 CHF, with a headway of 30 minutes.
 - Train: travel time of 177 minutes, costing 12 CHF, with a headway of 60 minutes.
 - Car: travel time of 170 minutes, costing 105 CHF."
5895,"Trip Purpose: business.
Luggage: none of luggage.
Payment Method: paid by unknown people.
Origin: St. Gallen.
Destination: Bern.
Available Transportation Options:
 - Swissmetro: travel time of 69 minutes, costing 94 CHF, with a headway of 10 minutes.
 - Train: travel time of 205 minutes, costing 84 CHF, with a headway of 30 minutes.
 - Car: travel time of 140 minutes, costing 76 CHF."
